




Analysis Type:	PANTHER Overrepresentation Test (Released 20240807)
Annotation Version and Release Date:	GO Ontology database DOI:  10.5281/zenodo.16423886 Released 2025-07-22
Analyzed List:	upload_1 (Homo sapiens)
Reference List:	Homo sapiens (all genes in database)
Test Type:	FISHER
Correction:	FDR
GO biological process complete	Homo sapiens - REFLIST (20580)	upload_1 (84)	upload_1 (expected)	upload_1 (over/under)	upload_1 (fold Enrichment)	upload_1 (raw P-value)	upload_1 (FDR)
mitochondrial S-adenosyl-L-methionine transmembrane transport (GO:1990543)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
centrosome localization (GO:0051642)	32	0	.13	-	 < 0.01	1.00E00	1.00E00
mitochondrial transmembrane transport (GO:1990542)	27	0	.11	-	 < 0.01	1.00E00	1.00E00
mitochondrial manganese ion transmembrane transport (GO:1990540)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
cellular response to molecule of bacterial origin (GO:0071219)	208	0	.85	-	 < 0.01	1.00E00	1.00E00
cellular response to misfolded protein (GO:0071218)	18	0	.07	-	 < 0.01	1.00E00	1.00E00
regulation of gonad development (GO:1905939)	13	0	.05	-	 < 0.01	1.00E00	1.00E00
cellular response to external biotic stimulus (GO:0071217)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
positive regulation of germ cell proliferation (GO:1905938)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
cellular response to biotic stimulus (GO:0071216)	235	0	.96	-	 < 0.01	1.00E00	1.00E00
negative regulation of germ cell proliferation (GO:1905937)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
regulation of germ cell proliferation (GO:1905936)	6	0	.02	-	 < 0.01	1.00E00	1.00E00
cellular response to abiotic stimulus (GO:0071214)	336	0	1.37	-	 < 0.01	6.50E-01	1.00E00
positive regulation of cell fate determination (GO:1905935)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
negative regulation of cell fate determination (GO:1905934)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
regulation of cell fate determination (GO:1905933)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
protein targeting to vacuole involved in autophagy (GO:0071211)	6	0	.02	-	 < 0.01	1.00E00	1.00E00
positive regulation of vascular associated smooth muscle cell differentiation involved in phenotypic switching (GO:1905932)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
negative regulation of vascular associated smooth muscle cell differentiation involved in phenotypic switching (GO:1905931)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
regulation of vascular associated smooth muscle cell differentiation involved in phenotypic switching (GO:1905930)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
actin filament network formation (GO:0051639)	9	0	.04	-	 < 0.01	1.00E00	1.00E00
fructose import across plasma membrane (GO:1990539)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
barbed-end actin filament uncapping (GO:0051638)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
neuron projection maintenance (GO:1990535)	13	0	.05	-	 < 0.01	1.00E00	1.00E00
fatty acid derivative transport (GO:1901571)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
regulation of acetylcholine uptake (GO:0051631)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
acetylcholine uptake (GO:0051630)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
establishment of protein localization to juxtaparanode region of axon (GO:0071206)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
protein localization to juxtaparanode region of axon (GO:0071205)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
fatty acid derivative catabolic process (GO:1901569)	19	0	.08	-	 < 0.01	1.00E00	1.00E00
epinephrine uptake (GO:0051625)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
response to camptothecin (GO:1901563)	5	0	.02	-	 < 0.01	1.00E00	1.00E00
positive regulation of norepinephrine uptake (GO:0051623)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
response to paraquat (GO:1901562)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
bone regeneration (GO:1990523)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
negative regulation of norepinephrine uptake (GO:0051622)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
regulation of norepinephrine uptake (GO:0051621)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
norepinephrine uptake (GO:0051620)	7	0	.03	-	 < 0.01	1.00E00	1.00E00
positive regulation of cell differentiation involved in phenotypic switching (GO:1905917)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
negative regulation of cell differentiation involved in phenotypic switching (GO:1905916)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
regulation of cell differentiation involved in phenotypic switching (GO:1905915)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
negative regulation of calcium ion export across plasma membrane (GO:1905913)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
regulation of calcium ion export across plasma membrane (GO:1905912)	5	0	.02	-	 < 0.01	1.00E00	1.00E00
response to metformin (GO:1901558)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
pyrimidine nucleotide import into mitochondrion (GO:1990519)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
response to fenofibrate (GO:1901557)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
histamine uptake (GO:0051615)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
positive regulation of endothelial cell development (GO:1901552)	6	0	.02	-	 < 0.01	1.00E00	1.00E00
negative regulation of serotonin uptake (GO:0051612)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
negative regulation of endothelial cell development (GO:1901551)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
regulation of serotonin uptake (GO:0051611)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
regulation of endothelial cell development (GO:1901550)	17	0	.07	-	 < 0.01	1.00E00	1.00E00
serotonin uptake (GO:0051610)	9	0	.04	-	 < 0.01	1.00E00	1.00E00
replicative senescence (GO:0090399)	16	0	.07	-	 < 0.01	1.00E00	1.00E00
cellular senescence (GO:0090398)	63	0	.26	-	 < 0.01	1.00E00	1.00E00
negative regulation of excitatory postsynaptic potential (GO:0090394)	12	0	.05	-	 < 0.01	1.00E00	1.00E00
positive regulation of amyloid fibril formation (GO:1905908)	5	0	.02	-	 < 0.01	1.00E00	1.00E00
negative regulation of amyloid fibril formation (GO:1905907)	14	0	.06	-	 < 0.01	1.00E00	1.00E00
regulation of amyloid fibril formation (GO:1905906)	18	0	.07	-	 < 0.01	1.00E00	1.00E00
histamine transport (GO:0051608)	10	0	.04	-	 < 0.01	1.00E00	1.00E00
response to raffinose (GO:1901545)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
mitotic DNA-templated DNA replication (GO:1990506)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
mitotic DNA replication maintenance of fidelity (GO:1990505)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
dense core granule exocytosis (GO:1990504)	9	0	.04	-	 < 0.01	1.00E00	1.00E00
response to electrical stimulus (GO:0051602)	38	0	.16	-	 < 0.01	1.00E00	1.00E00
dense core granule maturation (GO:1990502)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
exocyst localization (GO:0051601)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
phagosome-lysosome fusion involved in apoptotic cell clearance (GO:0090389)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
phagolysosome assembly involved in apoptotic cell clearance (GO:0090387)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
phagosome maturation involved in apoptotic cell clearance (GO:0090386)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
phagosome-lysosome fusion (GO:0090385)	14	0	.06	-	 < 0.01	1.00E00	1.00E00
phagosome-lysosome docking (GO:0090384)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
phagosome acidification (GO:0090383)	7	0	.03	-	 < 0.01	1.00E00	1.00E00
phagosome maturation (GO:0090382)	30	0	.12	-	 < 0.01	1.00E00	1.00E00
positive regulation of hematopoietic progenitor cell differentiation (GO:1901534)	7	0	.03	-	 < 0.01	1.00E00	1.00E00
negative regulation of cholesterol efflux (GO:0090370)	7	0	.03	-	 < 0.01	1.00E00	1.00E00
positive regulation of anion channel activity (GO:1901529)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
positive regulation of mitophagy (GO:1901526)	24	0	.10	-	 < 0.01	1.00E00	1.00E00
negative regulation of mitophagy (GO:1901525)	12	0	.05	-	 < 0.01	1.00E00	1.00E00
regulation of mitophagy (GO:1901524)	48	0	.20	-	 < 0.01	1.00E00	1.00E00
icosanoid catabolic process (GO:1901523)	9	0	.04	-	 < 0.01	1.00E00	1.00E00
regulation of ornithine metabolic process (GO:0090368)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
negative regulation of mRNA modification (GO:0090367)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
regulation of mRNA modification (GO:0090365)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
regulation of proteasome assembly (GO:0090364)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
positive regulation of platelet-derived growth factor production (GO:0090362)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
regulation of platelet-derived growth factor production (GO:0090361)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
phosphatidylserine exposure on apoptotic cell surface (GO:0070782)	7	0	.03	-	 < 0.01	1.00E00	1.00E00
response to biotin (GO:0070781)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
regulation of L-tryptophan metabolic process (GO:0090357)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
efferent axon development in a lateral line nerve (GO:0048894)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
lateral line nerve development (GO:0048892)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
negative regulation of organofluorine metabolic process (GO:0090350)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
D-aspartate import across plasma membrane (GO:0070779)	5	0	.02	-	 < 0.01	1.00E00	1.00E00
L-aspartate transmembrane transport (GO:0070778)	11	0	.04	-	 < 0.01	1.00E00	1.00E00
D-aspartate transmembrane transport (GO:0070777)	5	0	.02	-	 < 0.01	1.00E00	1.00E00
regulation of endothelial tube morphogenesis (GO:1901509)	6	0	.02	-	 < 0.01	1.00E00	1.00E00
positive regulation of acylglycerol transport (GO:1901508)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
regulation of acylglycerol transport (GO:1901506)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
ether biosynthetic process (GO:1901503)	13	0	.05	-	 < 0.01	1.00E00	1.00E00
ether catabolic process (GO:1901502)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
negative regulation of organohalogen metabolic process (GO:0090349)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
neuromast hair cell differentiation (GO:0048886)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
regulation of organofluorine metabolic process (GO:0090348)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
regulation of organohalogen metabolic process (GO:0090347)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
neuromast development (GO:0048884)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
organofluorine metabolic process (GO:0090346)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
organohalogen metabolic process (GO:0090345)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
lateral line development (GO:0048882)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
mechanosensory lateral line system development (GO:0048881)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
negative regulation of secretion of lysosomal enzymes (GO:0090341)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
positive regulation of secretion of lysosomal enzymes (GO:0090340)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
homeostasis of number of retina cells (GO:0048877)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
host-mediated modulation of intestinal microbiota composition (GO:0048874)	10	0	.04	-	 < 0.01	1.00E00	1.00E00
positive regulation of brown fat cell differentiation (GO:0090336)	17	0	.07	-	 < 0.01	1.00E00	1.00E00
homeostasis of number of cells within a tissue (GO:0048873)	44	0	.18	-	 < 0.01	1.00E00	1.00E00
regulation of brown fat cell differentiation (GO:0090335)	27	0	.11	-	 < 0.01	1.00E00	1.00E00
negative regulation of platelet aggregation (GO:0090331)	11	0	.04	-	 < 0.01	1.00E00	1.00E00
regulation of platelet aggregation (GO:0090330)	31	0	.13	-	 < 0.01	1.00E00	1.00E00
interleukin-35-mediated signaling pathway (GO:0070757)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
positive regulation of pyruvate decarboxylation to acetyl-CoA (GO:0140176)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
regulation of DNA-templated DNA replication (GO:0090329)	42	0	.17	-	 < 0.01	1.00E00	1.00E00
stem cell fate specification (GO:0048866)	6	0	.02	-	 < 0.01	1.00E00	1.00E00
stem cell fate commitment (GO:0048865)	10	0	.04	-	 < 0.01	1.00E00	1.00E00
negative regulation of locomotion involved in locomotory behavior (GO:0090327)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
stem cell development (GO:0048864)	87	0	.36	-	 < 0.01	1.00E00	1.00E00
positive regulation of locomotion involved in locomotory behavior (GO:0090326)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
regulation of locomotion involved in locomotory behavior (GO:0090325)	6	0	.02	-	 < 0.01	1.00E00	1.00E00
negative regulation of oxidative phosphorylation (GO:0090324)	9	0	.04	-	 < 0.01	1.00E00	1.00E00
leukemia inhibitory factor signaling pathway (GO:0048861)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
regulation of superoxide metabolic process (GO:0090322)	30	0	.12	-	 < 0.01	1.00E00	1.00E00
positive regulation of chylomicron remnant clearance (GO:0090321)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
regulation of chylomicron remnant clearance (GO:0090320)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
response to interleukin-6 (GO:0070741)	35	0	.14	-	 < 0.01	1.00E00	1.00E00
formation of anatomical boundary (GO:0048859)	7	0	.03	-	 < 0.01	1.00E00	1.00E00
positive regulation of chylomicron remodeling (GO:0090319)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
regulation of chylomicron remodeling (GO:0090318)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
negative regulation of intracellular protein transport (GO:0090317)	37	0	.15	-	 < 0.01	1.00E00	1.00E00
brain morphogenesis (GO:0048854)	38	0	.16	-	 < 0.01	1.00E00	1.00E00
positive regulation of intracellular protein transport (GO:0090316)	90	0	.37	-	 < 0.01	1.00E00	1.00E00
forebrain morphogenesis (GO:0048853)	13	0	.05	-	 < 0.01	1.00E00	1.00E00
negative regulation of protein targeting to membrane (GO:0090315)	6	0	.02	-	 < 0.01	1.00E00	1.00E00
diencephalon morphogenesis (GO:0048852)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
positive regulation of protein targeting to membrane (GO:0090314)	28	0	.11	-	 < 0.01	1.00E00	1.00E00
regulation of protein targeting to membrane (GO:0090313)	34	0	.14	-	 < 0.01	1.00E00	1.00E00
hypophysis morphogenesis (GO:0048850)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
positive regulation of protein deacetylation (GO:0090312)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
regulation of protein deacetylation (GO:0090311)	9	0	.04	-	 < 0.01	1.00E00	1.00E00
negative regulation of DNA methylation-dependent heterochromatin formation (GO:0090310)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
cGMP transport (GO:0070731)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
cAMP transport (GO:0070730)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
positive regulation of ribonucleoprotein complex localization (GO:2000199)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
negative regulation of ribonucleoprotein complex localization (GO:2000198)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
regulation of ribonucleoprotein complex localization (GO:2000197)	10	0	.04	-	 < 0.01	1.00E00	1.00E00
positive regulation of female gonad development (GO:2000196)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
negative regulation of female gonad development (GO:2000195)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
regulation of female gonad development (GO:2000194)	7	0	.03	-	 < 0.01	1.00E00	1.00E00
ammonium import across plasma membrane (GO:0140157)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
positive regulation of fatty acid transport (GO:2000193)	21	0	.09	-	 < 0.01	1.00E00	1.00E00
negative regulation of fatty acid transport (GO:2000192)	8	0	.03	-	 < 0.01	1.00E00	1.00E00
regulation of fatty acid transport (GO:2000191)	31	0	.13	-	 < 0.01	1.00E00	1.00E00
axon extension involved in axon guidance (GO:0048846)	11	0	.04	-	 < 0.01	1.00E00	1.00E00
venous blood vessel morphogenesis (GO:0048845)	10	0	.04	-	 < 0.01	1.00E00	1.00E00
mitotic spindle assembly (GO:0090307)	52	0	.21	-	 < 0.01	1.00E00	1.00E00
artery morphogenesis (GO:0048844)	69	0	.28	-	 < 0.01	1.00E00	1.00E00
meiotic spindle assembly (GO:0090306)	15	0	.06	-	 < 0.01	1.00E00	1.00E00
negative regulation of axon extension involved in axon guidance (GO:0048843)	9	0	.04	-	 < 0.01	1.00E00	1.00E00
positive regulation of wound healing (GO:0090303)	63	0	.26	-	 < 0.01	1.00E00	1.00E00
otolith development (GO:0048840)	11	0	.04	-	 < 0.01	1.00E00	1.00E00
negative regulation of neural crest formation (GO:0090301)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
cyclic nucleotide transport (GO:0070729)	10	0	.04	-	 < 0.01	1.00E00	1.00E00
neurotransmitter receptor internalization (GO:0099590)	8	0	.03	-	 < 0.01	1.00E00	1.00E00
response to cholesterol (GO:0070723)	28	0	.11	-	 < 0.01	1.00E00	1.00E00
positive regulation of phosphate transmembrane transport (GO:2000187)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
negative regulation of phosphate transmembrane transport (GO:2000186)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
regulation of phosphate transmembrane transport (GO:2000185)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
positive regulation of progesterone biosynthetic process (GO:2000184)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
regulation of progesterone biosynthetic process (GO:2000182)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
negative regulation of androgen biosynthetic process (GO:2000180)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
mitochondrial potassium ion transmembrane transport (GO:0140141)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
inorganic ion import across plasma membrane (GO:0099587)	108	0	.44	-	 < 0.01	1.00E00	1.00E00
mismatch repair involved in maintenance of fidelity involved in DNA-dependent DNA replication (GO:0070716)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
sodium-dependent organic cation transport (GO:0070715)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
positive regulation of neural precursor cell proliferation (GO:2000179)	55	0	.22	-	 < 0.01	1.00E00	1.00E00
negative regulation of deadenylation-dependent decapping of nuclear-transcribed mRNA (GO:0106289)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
negative regulation of neural precursor cell proliferation (GO:2000178)	27	0	.11	-	 < 0.01	1.00E00	1.00E00
regulation of deadenylation-dependent decapping of nuclear-transcribed mRNA (GO:0106288)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
regulation of neural precursor cell proliferation (GO:2000177)	97	0	.40	-	 < 0.01	1.00E00	1.00E00
positive regulation of pro-T cell differentiation (GO:2000176)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
regulation of pro-T cell differentiation (GO:2000174)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
negative regulation of branching morphogenesis of a nerve (GO:2000173)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
regulation of branching morphogenesis of a nerve (GO:2000172)	5	0	.02	-	 < 0.01	1.00E00	1.00E00
negative regulation of dendrite development (GO:2000171)	8	0	.03	-	 < 0.01	1.00E00	1.00E00
formation of extrachromosomal circular DNA (GO:0001325)	11	0	.04	-	 < 0.01	1.00E00	1.00E00
positive regulation of lymphocyte chemotaxis (GO:0140131)	19	0	.08	-	 < 0.01	1.00E00	1.00E00
enucleate erythrocyte development (GO:0048822)	7	0	.03	-	 < 0.01	1.00E00	1.00E00
erythrocyte development (GO:0048821)	52	0	.21	-	 < 0.01	1.00E00	1.00E00
regulation of translation at postsynapse, modulating synaptic transmission (GO:0099578)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
hair follicle maturation (GO:0048820)	7	0	.03	-	 < 0.01	1.00E00	1.00E00
regulation of translation at presynapse, modulating synaptic transmission (GO:0099577)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
regulation of protein catabolic process at postsynapse, modulating synaptic transmission (GO:0099576)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
regulation of protein catabolic process at presynapse, modulating synaptic transmission (GO:0099575)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
branched-chain alpha-keto acid decarboxylation to branched-chain acyl-CoA (GO:0120552)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
2-oxoglutarate decarboxylation to succinyl-CoA (GO:0120551)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
detection of peptidoglycan (GO:0032499)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
detection of muramyl dipeptide (GO:0032498)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
detection of lipopolysaccharide (GO:0032497)	5	0	.02	-	 < 0.01	1.00E00	1.00E00
response to lipopolysaccharide (GO:0032496)	319	0	1.30	-	 < 0.01	6.43E-01	1.00E00
response to muramyl dipeptide (GO:0032495)	21	0	.09	-	 < 0.01	1.00E00	1.00E00
response to peptidoglycan (GO:0032494)	13	0	.05	-	 < 0.01	1.00E00	1.00E00
response to bacterial lipoprotein (GO:0032493)	8	0	.03	-	 < 0.01	1.00E00	1.00E00
negative regulation of UDP-N-acetylglucosamine biosynthetic process (GO:0106279)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
detection of molecule of fungal origin (GO:0032491)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
regulation of UDP-N-acetylglucosamine biosynthetic process (GO:0106278)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
detection of molecule of bacterial origin (GO:0032490)	13	0	.05	-	 < 0.01	1.00E00	1.00E00
regulation of hair follicle maturation (GO:0048819)	9	0	.04	-	 < 0.01	1.00E00	1.00E00
positive regulation of hair follicle maturation (GO:0048818)	5	0	.02	-	 < 0.01	1.00E00	1.00E00
cytosol to ERGIC protein transport (GO:0106273)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
negative regulation of hair follicle maturation (GO:0048817)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
protein localization to ERGIC (GO:0106272)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
negative regulation of Lewy body formation (GO:0140123)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
regulation of dendrite morphogenesis (GO:0048814)	64	0	.26	-	 < 0.01	1.00E00	1.00E00
regulation of Lewy body formation (GO:0140122)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
motile cilium assembly (GO:0044458)	85	0	.35	-	 < 0.01	1.00E00	1.00E00
regulation of postsynaptic cytosolic calcium ion concentration (GO:0099566)	9	0	.04	-	 < 0.01	1.00E00	1.00E00
chemical synaptic transmission, postsynaptic (GO:0099565)	79	0	.32	-	 < 0.01	1.00E00	1.00E00
modification of synaptic structure (GO:0099563)	22	0	.09	-	 < 0.01	1.00E00	1.00E00
maintenance of postsynaptic density structure (GO:0099562)	6	0	.02	-	 < 0.01	1.00E00	1.00E00
synaptic membrane adhesion (GO:0099560)	29	0	.12	-	 < 0.01	1.00E00	1.00E00
regulation of Cdc42 protein signal transduction (GO:0032489)	12	0	.05	-	 < 0.01	1.00E00	1.00E00
Cdc42 protein signal transduction (GO:0032488)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
regulation of Rap protein signal transduction (GO:0032487)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
Rap protein signal transduction (GO:0032486)	11	0	.04	-	 < 0.01	1.00E00	1.00E00
regulation of Ral protein signal transduction (GO:0032485)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
Ral protein signal transduction (GO:0032484)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
regulation of Rab protein signal transduction (GO:0032483)	7	0	.03	-	 < 0.01	1.00E00	1.00E00
Rab protein signal transduction (GO:0032482)	17	0	.07	-	 < 0.01	1.00E00	1.00E00
positive regulation of ubiquitin-specific protease activity (GO:2000158)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
positive regulation of type I interferon production (GO:0032481)	79	0	.32	-	 < 0.01	1.00E00	1.00E00
negative regulation of type I interferon production (GO:0032480)	47	0	.19	-	 < 0.01	1.00E00	1.00E00
regulation of retrograde vesicle-mediated transport, Golgi to ER (GO:2000156)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
positive regulation of cilium-dependent cell motility (GO:2000155)	15	0	.06	-	 < 0.01	1.00E00	1.00E00
male genitalia morphogenesis (GO:0048808)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
female genitalia morphogenesis (GO:0048807)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
export across plasma membrane (GO:0140115)	65	0	.27	-	 < 0.01	1.00E00	1.00E00
genitalia development (GO:0048806)	48	0	.20	-	 < 0.01	1.00E00	1.00E00
extracellular vesicle biogenesis (GO:0140112)	9	0	.04	-	 < 0.01	1.00E00	1.00E00
maintenance of synapse structure (GO:0099558)	30	0	.12	-	 < 0.01	1.00E00	1.00E00
trans-synaptic signaling by trans-synaptic complex, modulating synaptic transmission (GO:0099557)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
trans-synaptic signaling by nitric oxide, modulating synaptic transmission (GO:0099555)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
trans-synaptic signaling by soluble gas, modulating synaptic transmission (GO:0099554)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
trans-synaptic signaling by endocannabinoid, modulating synaptic transmission (GO:0099553)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
trans-synaptic signaling by lipid, modulating synaptic transmission (GO:0099552)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
trans-synaptic signaling, modulating synaptic transmission (GO:0099550)	12	0	.05	-	 < 0.01	1.00E00	1.00E00
glycosaminoglycan-protein linkage region biosynthetic process (GO:0120532)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
regulation of type I interferon production (GO:0032479)	132	0	.54	-	 < 0.01	1.00E00	1.00E00
otolith formation (GO:0032475)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
otolith morphogenesis (GO:0032474)	6	0	.02	-	 < 0.01	1.00E00	1.00E00
Golgi calcium ion transport (GO:0032472)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
negative regulation of endoplasmic reticulum calcium ion concentration (GO:0032471)	6	0	.02	-	 < 0.01	1.00E00	1.00E00
positive regulation of endoplasmic reticulum calcium ion concentration (GO:0032470)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
positive regulation of DNA-templated transcription initiation (GO:2000144)	75	0	.31	-	 < 0.01	1.00E00	1.00E00
negative regulation of DNA-templated transcription initiation (GO:2000143)	7	0	.03	-	 < 0.01	1.00E00	1.00E00
regulation of DNA-templated transcription initiation (GO:2000142)	86	0	.35	-	 < 0.01	1.00E00	1.00E00
interleukin-10-mediated signaling pathway (GO:0140105)	12	0	.05	-	 < 0.01	1.00E00	1.00E00
peptidyl-glutamine modification (GO:0018199)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
peptidyl-cysteine modification (GO:0018198)	20	0	.08	-	 < 0.01	1.00E00	1.00E00
peptidyl-aspartic acid modification (GO:0018197)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
